site,MDT,scenario,extthrs,flexthrs,meanrob,sdrob
Dolebury_Warren,triad,random,0.75,0.25,0.488142162125594,0.0358936556790088
Dolebury_Warren,triad,most to least common,0.75,0.5,0.480286923944711,0.0246502626252643
Dolebury_Warren,triad,least to most common,0.75,0.5,0.558264778876757,0.026496324292329
Dolebury_Warren,triad,random,0.75,0.5,0.524388920760079,0.0348957083468019
Dolebury_Warren,triad,most to least common,0.75,1,0.611056081231727,0.0187908927617701
Dolebury_Warren,triad,least to most common,0.75,1,0.696813941885196,0.0222213693199665
Dolebury_Warren,triad,random,0.75,1,0.656350864456373,0.0282205758825987
Dunkery_Hill,monad,most to least common,0.25,0,0.385146475229741,0.0596434789104746
Dunkery_Hill,monad,least to most common,0.25,0,0.680919932622918,0.0670376493319443
Dunkery_Hill,monad,random,0.25,0,0.529193591276284,0.107059589658083
Dunkery_Hill,monad,most to least common,0.25,0.25,0.464740354056705,0.0557332071624848
Dunkery_Hill,monad,least to most common,0.25,0.25,0.720374924846467,0.0505863164577768
Dunkery_Hill,monad,random,0.25,0.25,0.600269791470804,0.0839199077954764
Dunkery_Hill,monad,most to least common,0.25,0.5,0.542834382120133,0.0512508561986688
Dunkery_Hill,monad,least to most common,0.25,0.5,0.762845358074582,0.0379630395461448
Dunkery_Hill,monad,random,0.25,0.5,0.672814895351176,0.0694196652623386
Dunkery_Hill,monad,most to least common,0.25,1,0.704864634942629,0.0432657349544589
Dunkery_Hill,monad,least to most common,0.25,1,0.837100645712039,0.0175012966330479
Dunkery_Hill,monad,random,0.25,1,0.789991455572663,0.051490303644749
Dunkery_Hill,monad,most to least common,0.5,0,0.376907129833888,0.0607986477645584
Dunkery_Hill,monad,least to most common,0.5,0,0.656783992629008,0.0706825262231991
Dunkery_Hill,monad,random,0.5,0,0.502913363797869,0.0992027594546634
Dunkery_Hill,monad,most to least common,0.5,0.25,0.423803528853038,0.0592150028056405
Dunkery_Hill,monad,least to most common,0.5,0.25,0.686422500541832,0.0610424824705885
Dunkery_Hill,monad,random,0.5,0.25,0.56211337386099,0.0930649788459707
